step,x,y,new_color,ant_dx,ant_dy
11826,51,127,0,-1,0
11827,50,127,0,0,1
11828,50,128,0,1,0
11829,51,128,1,0,1
11830,51,129,1,-1,0
11831,50,129,0,0,1
11832,50,130,0,1,0
11833,51,130,1,0,1
11834,51,131,1,-1,0
11835,50,131,1,0,-1
11836,50,130,1,1,0
11837,51,130,0,0,-1
11838,51,129,0,-1,0
11839,50,129,1,0,-1
11840,50,128,1,1,0
11841,51,128,0,0,-1
11842,51,127,1,1,0
11843,52,127,0,0,-1
11844,52,126,0,-1,0
11845,51,126,1,0,-1
11846,51,125,0,-1,0
11847,50,125,0,0,1
11848,50,126,1,-1,0
11849,49,126,0,0,1
11850,49,127,1,-1,0
11851,48,127,0,0,1
11852,48,128,0,1,0
11853,49,128,1,0,1
11854,49,129,1,-1,0
11855,48,129,1,0,-1
11856,48,128,1,1,0
11857,49,128,0,0,-1
11858,49,127,0,-1,0
11859,48,127,1,0,-1
11860,48,126,0,-1,0
11861,47,126,0,0,1
11862,47,127,1,-1,0
11863,46,127,1,0,-1
11864,46,126,1,1,0
11865,47,126,1,0,1
11866,47,127,0,1,0
11867,48,127,0,0,-1
11868,48,126,1,1,0
11869,49,126,1,0,1
11870,49,127,1,-1,0
11871,48,127,1,0,-1
11872,48,126,0,-1,0
11873,47,126,0,0,1
11874,47,127,1,-1,0
11875,46,127,0,0,1
11876,46,128,1,-1,0
11877,45,128,1,0,-1
11878,45,127,1,1,0
11879,46,127,1,0,1
11880,46,128,0,1,0
11881,47,128,1,0,1
11882,47,129,0,1,0
11883,48,129,0,0,-1
11884,48,128,0,-1,0
11885,47,128,0,0,1
11886,47,129,1,-1,0
11887,46,129,1,0,-1
11888,46,128,1,1,0
11889,47,128,1,0,1
11890,47,129,0,1,0
11891,48,129,1,0,1
11892,48,130,1,-1,0
11893,47,130,0,0,1
11894,47,131,1,-1,0
11895,46,131,1,0,-1
11896,46,130,1,1,0
11897,47,130,1,0,1
11898,47,131,0,1,0
11899,48,131,0,0,-1
11900,48,130,0,-1,0
11901,47,130,0,0,1
11902,47,131,1,-1,0
11903,46,131,0,0,1
11904,46,132,1,-1,0
11905,45,132,1,0,-1
11906,45,131,1,1,0
11907,46,131,1,0,1
11908,46,132,0,1,0
11909,47,132,1,0,1
11910,47,133,1,-1,0
11911,46,133,1,0,-1
11912,46,132,1,1,0
11913,47,132,0,0,-1
11914,47,131,0,-1,0
11915,46,131,0,0,1
11916,46,132,0,1,0
11917,47,132,1,0,1
11918,47,133,0,1,0
11919,48,133,1,0,1
11920,48,134,1,-1,0
11921,47,134,1,0,-1
11922,47,133,1,1,0
11923,48,133,0,0,-1
11924,48,132,1,1,0
11925,49,132,0,0,-1
11926,49,131,0,-1,0
11927,48,131,1,0,-1
11928,48,130,1,1,0
11929,49,130,0,0,-1
11930,49,129,0,-1,0
11931,48,129,0,0,1
11932,48,130,0,1,0
11933,49,130,1,0,1
11934,49,131,1,-1,0
11935,48,131,0,0,1
11936,48,132,0,1,0
11937,49,132,1,0,1
11938,49,133,1,-1,0
11939,48,133,1,0,-1
11940,48,132,1,1,0
11941,49,132,0,0,-1
11942,49,131,0,-1,0
11943,48,131,1,0,-1
11944,48,130,1,1,0
11945,49,130,0,0,-1
11946,49,129,1,1,0
11947,50,129,0,0,-1
11948,50,128,0,-1,0
11949,49,128,1,0,-1
11950,49,127,0,-1,0
11951,48,127,0,0,1
11952,48,128,1,-1,0
11953,47,128,0,0,1
11954,47,129,1,-1,0
11955,46,129,0,0,1
11956,46,130,0,1,0
11957,47,130,1,0,1
11958,47,131,1,-1,0
11959,46,131,1,0,-1
11960,46,130,1,1,0
11961,47,130,0,0,-1
11962,47,129,0,-1,0
11963,46,129,1,0,-1
11964,46,128,0,-1,0
11965,45,128,0,0,1
11966,45,129,1,-1,0
11967,44,129,1,0,-1
11968,44,128,1,1,0
11969,45,128,1,0,1
11970,45,129,0,1,0
11971,46,129,0,0,-1
11972,46,128,1,1,0
11973,47,128,1,0,1
11974,47,129,1,-1,0
11975,46,129,1,0,-1
11976,46,128,0,-1,0
11977,45,128,0,0,1
11978,45,129,1,-1,0
11979,44,129,0,0,1
11980,44,130,1,-1,0
11981,43,130,1,0,-1
11982,43,129,1,1,0
11983,44,129,1,0,1
11984,44,130,0,1,0
11985,45,130,1,0,1
11986,45,131,0,1,0
11987,46,131,0,0,-1
11988,46,130,0,-1,0
11989,45,130,0,0,1
11990,45,131,1,-1,0
11991,44,131,1,0,-1
11992,44,130,1,1,0
11993,45,130,1,0,1
11994,45,131,0,1,0
11995,46,131,1,0,1
11996,46,132,1,-1,0
11997,45,132,0,0,1
11998,45,133,1,-1,0
11999,44,133,1,0,-1
12000,44,132,1,1,0
12001,45,132,1,0,1
12002,45,133,0,1,0
12003,46,133,0,0,-1
12004,46,132,0,-1,0
12005,45,132,0,0,1
12006,45,133,1,-1,0
12007,44,133,0,0,1
12008,44,134,1,-1,0
12009,43,134,1,0,-1
12010,43,133,1,1,0
12011,44,133,1,0,1
12012,44,134,0,1,0
12013,45,134,1,0,1
12014,45,135,1,-1,0
12015,44,135,1,0,-1
12016,44,134,1,1,0
12017,45,134,0,0,-1
12018,45,133,0,-1,0
12019,44,133,0,0,1
12020,44,134,0,1,0
12021,45,134,1,0,1
12022,45,135,0,1,0
12023,46,135,1,0,1
12024,46,136,1,-1,0
12025,45,136,1,0,-1
12026,45,135,1,1,0
12027,46,135,0,0,-1
12028,46,134,1,1,0
12029,47,134,0,0,-1
12030,47,133,0,-1,0
12031,46,133,1,0,-1
12032,46,132,1,1,0
12033,47,132,0,0,-1
12034,47,131,0,-1,0
12035,46,131,0,0,1
12036,46,132,0,1,0
12037,47,132,1,0,1
12038,47,133,1,-1,0
12039,46,133,0,0,1
12040,46,134,0,1,0
12041,47,134,1,0,1
12042,47,135,1,-1,0
12043,46,135,1,0,-1
12044,46,134,1,1,0
12045,47,134,0,0,-1
12046,47,133,0,-1,0
12047,46,133,1,0,-1
12048,46,132,1,1,0
12049,47,132,0,0,-1
12050,47,131,1,1,0
12051,48,131,0,0,-1
12052,48,130,0,-1,0
12053,47,130,1,0,-1
12054,47,129,0,-1,0
12055,46,129,0,0,1
12056,46,130,1,-1,0
12057,45,130,0,0,1
12058,45,131,1,-1,0
12059,44,131,0,0,1
12060,44,132,0,1,0
12061,45,132,1,0,1
12062,45,133,1,-1,0
12063,44,133,1,0,-1
12064,44,132,1,1,0
12065,45,132,0,0,-1
12066,45,131,0,-1,0
12067,44,131,1,0,-1
12068,44,130,0,-1,0
12069,43,130,0,0,1
12070,43,131,1,-1,0
12071,42,131,1,0,-1
12072,42,130,1,1,0
12073,43,130,1,0,1
12074,43,131,0,1,0
12075,44,131,0,0,-1
12076,44,130,1,1,0
12077,45,130,1,0,1
12078,45,131,1,-1,0
12079,44,131,1,0,-1
12080,44,130,0,-1,0
12081,43,130,0,0,1
12082,43,131,1,-1,0
12083,42,131,0,0,1
12084,42,132,1,-1,0
12085,41,132,1,0,-1
12086,41,131,1,1,0
12087,42,131,1,0,1
12088,42,132,0,1,0
12089,43,132,1,0,1
12090,43,133,0,1,0
12091,44,133,0,0,-1
12092,44,132,0,-1,0
12093,43,132,0,0,1
12094,43,133,1,-1,0
12095,42,133,1,0,-1
12096,42,132,1,1,0
12097,43,132,1,0,1
12098,43,133,0,1,0
12099,44,133,1,0,1
12100,44,134,1,-1,0
12101,43,134,0,0,1
12102,43,135,1,-1,0
12103,42,135,1,0,-1
12104,42,134,1,1,0
12105,43,134,1,0,1
12106,43,135,0,1,0
12107,44,135,0,0,-1
12108,44,134,0,-1,0
12109,43,134,0,0,1
12110,43,135,1,-1,0
12111,42,135,0,0,1
12112,42,136,1,-1,0
12113,41,136,1,0,-1
12114,41,135,1,1,0
12115,42,135,1,0,1
12116,42,136,0,1,0
12117,43,136,1,0,1
12118,43,137,1,-1,0
12119,42,137,1,0,-1
12120,42,136,1,1,0
12121,43,136,0,0,-1
12122,43,135,0,-1,0
12123,42,135,0,0,1
12124,42,136,0,1,0
12125,43,136,1,0,1
12126,43,137,0,1,0
12127,44,137,1,0,1
12128,44,138,1,-1,0
12129,43,138,1,0,-1
12130,43,137,1,1,0
12131,44,137,0,0,-1
12132,44,136,1,1,0
12133,45,136,0,0,-1
12134,45,135,0,-1,0
12135,44,135,1,0,-1
12136,44,134,1,1,0
12137,45,134,0,0,-1
12138,45,133,0,-1,0
12139,44,133,0,0,1
12140,44,134,0,1,0
12141,45,134,1,0,1
12142,45,135,1,-1,0
12143,44,135,0,0,1
12144,44,136,0,1,0
12145,45,136,1,0,1
12146,45,137,1,-1,0
12147,44,137,1,0,-1
12148,44,136,1,1,0
12149,45,136,0,0,-1
12150,45,135,0,-1,0
12151,44,135,1,0,-1
12152,44,134,1,1,0
12153,45,134,0,0,-1
12154,45,133,1,1,0
12155,46,133,0,0,-1
12156,46,132,0,-1,0
12157,45,132,1,0,-1
12158,45,131,0,-1,0
12159,44,131,0,0,1
12160,44,132,1,-1,0
12161,43,132,0,0,1
12162,43,133,1,-1,0
12163,42,133,0,0,1
12164,42,134,0,1,0
12165,43,134,1,0,1
12166,43,135,1,-1,0
12167,42,135,1,0,-1
12168,42,134,1,1,0
12169,43,134,0,0,-1
12170,43,133,0,-1,0
12171,42,133,1,0,-1
12172,42,132,0,-1,0
12173,41,132,0,0,1
12174,41,133,1,-1,0
12175,40,133,1,0,-1
12176,40,132,1,1,0
12177,41,132,1,0,1
12178,41,133,0,1,0
12179,42,133,0,0,-1
12180,42,132,1,1,0
12181,43,132,1,0,1
12182,43,133,1,-1,0
12183,42,133,1,0,-1
12184,42,132,0,-1,0
12185,41,132,0,0,1
12186,41,133,1,-1,0
12187,40,133,0,0,1
12188,40,134,1,-1,0
12189,39,134,1,0,-1
12190,39,133,1,1,0
12191,40,133,1,0,1
12192,40,134,0,1,0
12193,41,134,1,0,1
12194,41,135,0,1,0
12195,42,135,0,0,-1
12196,42,134,0,-1,0
12197,41,134,0,0,1
12198,41,135,1,-1,0
12199,40,135,1,0,-1
12200,40,134,1,1,0
12201,41,134,1,0,1
12202,41,135,0,1,0
12203,42,135,1,0,1
12204,42,136,1,-1,0
12205,41,136,0,0,1
12206,41,137,1,-1,0
12207,40,137,1,0,-1
12208,40,136,1,1,0
12209,41,136,1,0,1
12210,41,137,0,1,0
12211,42,137,0,0,-1
12212,42,136,0,-1,0
12213,41,136,0,0,1
12214,41,137,1,-1,0
12215,40,137,0,0,1
12216,40,138,1,-1,0
12217,39,138,1,0,-1
12218,39,137,1,1,0
12219,40,137,1,0,1
12220,40,138,0,1,0
12221,41,138,1,0,1
12222,41,139,1,-1,0
12223,40,139,1,0,-1
12224,40,138,1,1,0
12225,41,138,0,0,-1
12226,41,137,0,-1,0
12227,40,137,0,0,1
12228,40,138,0,1,0
12229,41,138,1,0,1
12230,41,139,0,1,0
12231,42,139,1,0,1
12232,42,140,1,-1,0
12233,41,140,1,0,-1
12234,41,139,1,1,0
12235,42,139,0,0,-1
12236,42,138,1,1,0
12237,43,138,0,0,-1
12238,43,137,0,-1,0
12239,42,137,1,0,-1
12240,42,136,1,1,0
12241,43,136,0,0,-1
12242,43,135,0,-1,0
12243,42,135,0,0,1
12244,42,136,0,1,0
12245,43,136,1,0,1
12246,43,137,1,-1,0
12247,42,137,0,0,1
12248,42,138,0,1,0
12249,43,138,1,0,1
12250,43,139,1,-1,0
12251,42,139,1,0,-1
12252,42,138,1,1,0
12253,43,138,0,0,-1
12254,43,137,0,-1,0
12255,42,137,1,0,-1
12256,42,136,1,1,0
12257,43,136,0,0,-1
12258,43,135,1,1,0
12259,44,135,0,0,-1
12260,44,134,0,-1,0
12261,43,134,1,0,-1
12262,43,133,0,-1,0
12263,42,133,0,0,1
12264,42,134,1,-1,0
12265,41,134,0,0,1
12266,41,135,1,-1,0
12267,40,135,0,0,1
12268,40,136,0,1,0
12269,41,136,1,0,1
12270,41,137,1,-1,0
12271,40,137,1,0,-1
12272,40,136,1,1,0
12273,41,136,0,0,-1
12274,41,135,0,-1,0
12275,40,135,1,0,-1
12276,40,134,0,-1,0
12277,39,134,0,0,1
12278,39,135,1,-1,0
12279,38,135,1,0,-1
12280,38,134,1,1,0
12281,39,134,1,0,1
12282,39,135,0,1,0
12283,40,135,0,0,-1
12284,40,134,1,1,0
12285,41,134,1,0,1
12286,41,135,1,-1,0
12287,40,135,1,0,-1
12288,40,134,0,-1,0
12289,39,134,0,0,1
12290,39,135,1,-1,0
12291,38,135,0,0,1
12292,38,136,1,-1,0
12293,37,136,1,0,-1
12294,37,135,1,1,0
12295,38,135,1,0,1
12296,38,136,0,1,0
12297,39,136,1,0,1
12298,39,137,0,1,0
12299,40,137,0,0,-1
12300,40,136,0,-1,0
12301,39,136,0,0,1
12302,39,137,1,-1,0
12303,38,137,1,0,-1
12304,38,136,1,1,0
12305,39,136,1,0,1
12306,39,137,0,1,0
12307,40,137,1,0,1
12308,40,138,1,-1,0
12309,39,138,0,0,1
12310,39,139,1,-1,0
12311,38,139,1,0,-1
12312,38,138,1,1,0
12313,39,138,1,0,1
12314,39,139,0,1,0
12315,40,139,0,0,-1
12316,40,138,0,-1,0
12317,39,138,0,0,1
12318,39,139,1,-1,0
12319,38,139,0,0,1
12320,38,140,1,-1,0
12321,37,140,1,0,-1
12322,37,139,1,1,0
12323,38,139,1,0,1
12324,38,140,0,1,0
12325,39,140,1,0,1
12326,39,141,1,-1,0
12327,38,141,1,0,-1
12328,38,140,1,1,0
12329,39,140,0,0,-1
12330,39,139,0,-1,0
12331,38,139,0,0,1
12332,38,140,0,1,0
12333,39,140,1,0,1
12334,39,141,0,1,0
12335,40,141,1,0,1
12336,40,142,1,-1,0
12337,39,142,1,0,-1
12338,39,141,1,1,0
12339,40,141,0,0,-1
12340,40,140,1,1,0
12341,41,140,0,0,-1
12342,41,139,0,-1,0
12343,40,139,1,0,-1
12344,40,138,1,1,0
12345,41,138,0,0,-1
12346,41,137,0,-1,0
12347,40,137,0,0,1
12348,40,138,0,1,0
12349,41,138,1,0,1
12350,41,139,1,-1,0
12351,40,139,0,0,1
12352,40,140,0,1,0
12353,41,140,1,0,1
12354,41,141,1,-1,0
12355,40,141,1,0,-1
12356,40,140,1,1,0
12357,41,140,0,0,-1
12358,41,139,0,-1,0
12359,40,139,1,0,-1
12360,40,138,1,1,0
12361,41,138,0,0,-1
12362,41,137,1,1,0
12363,42,137,0,0,-1
12364,42,136,0,-1,0
12365,41,136,1,0,-1
12366,41,135,0,-1,0
12367,40,135,0,0,1
12368,40,136,1,-1,0
12369,39,136,0,0,1
12370,39,137,1,-1,0
12371,38,137,0,0,1
12372,38,138,0,1,0
12373,39,138,1,0,1
12374,39,139,1,-1,0
12375,38,139,1,0,-1
12376,38,138,1,1,0
12377,39,138,0,0,-1
12378,39,137,0,-1,0
12379,38,137,1,0,-1
12380,38,136,0,-1,0
12381,37,136,0,0,1
12382,37,137,1,-1,0
12383,36,137,1,0,-1
12384,36,136,1,1,0
12385,37,136,1,0,1
12386,37,137,0,1,0
12387,38,137,0,0,-1
12388,38,136,1,1,0
12389,39,136,1,0,1
12390,39,137,1,-1,0
12391,38,137,1,0,-1
12392,38,136,0,-1,0
12393,37,136,0,0,1
12394,37,137,1,-1,0
12395,36,137,0,0,1
12396,36,138,1,-1,0
12397,35,138,1,0,-1
12398,35,137,1,1,0
12399,36,137,1,0,1
12400,36,138,0,1,0
12401,37,138,1,0,1
12402,37,139,0,1,0
12403,38,139,0,0,-1
12404,38,138,0,-1,0
12405,37,138,0,0,1
12406,37,139,1,-1,0
12407,36,139,1,0,-1
12408,36,138,1,1,0
12409,37,138,1,0,1
12410,37,139,0,1,0
12411,38,139,1,0,1
12412,38,140,1,-1,0
12413,37,140,0,0,1
12414,37,141,1,-1,0
12415,36,141,1,0,-1
12416,36,140,1,1,0
12417,37,140,1,0,1
12418,37,141,0,1,0
12419,38,141,0,0,-1
12420,38,140,0,-1,0
12421,37,140,0,0,1
12422,37,141,1,-1,0
12423,36,141,0,0,1
12424,36,142,1,-1,0
12425,35,142,1,0,-1
12426,35,141,1,1,0
12427,36,141,1,0,1
12428,36,142,0,1,0
12429,37,142,1,0,1
12430,37,143,1,-1,0
12431,36,143,1,0,-1
12432,36,142,1,1,0
12433,37,142,0,0,-1
12434,37,141,0,-1,0
12435,36,141,0,0,1
12436,36,142,0,1,0
12437,37,142,1,0,1
12438,37,143,0,1,0
12439,38,143,1,0,1
12440,38,144,1,-1,0
12441,37,144,1,0,-1
12442,37,143,1,1,0
12443,38,143,0,0,-1
12444,38,142,1,1,0
12445,39,142,0,0,-1
12446,39,141,0,-1,0
12447,38,141,1,0,-1
12448,38,140,1,1,0
12449,39,140,0,0,-1
12450,39,139,0,-1,0
12451,38,139,0,0,1
12452,38,140,0,1,0
12453,39,140,1,0,1
12454,39,141,1,-1,0
12455,38,141,0,0,1
12456,38,142,0,1,0
12457,39,142,1,0,1
12458,39,143,1,-1,0
12459,38,143,1,0,-1
12460,38,142,1,1,0
12461,39,142,0,0,-1
12462,39,141,0,-1,0
12463,38,141,1,0,-1
12464,38,140,1,1,0
12465,39,140,0,0,-1
12466,39,139,1,1,0
12467,40,139,0,0,-1
12468,40,138,0,-1,0
12469,39,138,1,0,-1
12470,39,137,0,-1,0
12471,38,137,0,0,1
12472,38,138,1,-1,0
12473,37,138,0,0,1
12474,37,139,1,-1,0
12475,36,139,0,0,1
12476,36,140,0,1,0
12477,37,140,1,0,1
12478,37,141,1,-1,0
12479,36,141,1,0,-1
12480,36,140,1,1,0
12481,37,140,0,0,-1
12482,37,139,0,-1,0
12483,36,139,1,0,-1
12484,36,138,0,-1,0
12485,35,138,0,0,1
12486,35,139,1,-1,0
12487,34,139,1,0,-1
12488,34,138,1,1,0
12489,35,138,1,0,1
12490,35,139,0,1,0
12491,36,139,0,0,-1
12492,36,138,1,1,0
12493,37,138,1,0,1
12494,37,139,1,-1,0
12495,36,139,1,0,-1
12496,36,138,0,-1,0
12497,35,138,0,0,1
12498,35,139,1,-1,0
12499,34,139,0,0,1
12500,34,140,1,-1,0
12501,33,140,1,0,-1
12502,33,139,1,1,0
12503,34,139,1,0,1
12504,34,140,0,1,0
12505,35,140,1,0,1
12506,35,141,0,1,0
12507,36,141,0,0,-1
12508,36,140,0,-1,0
12509,35,140,0,0,1
12510,35,141,1,-1,0
12511,34,141,1,0,-1
12512,34,140,1,1,0
12513,35,140,1,0,1
12514,35,141,0,1,0
12515,36,141,1,0,1
12516,36,142,1,-1,0
12517,35,142,0,0,1
12518,35,143,1,-1,0
12519,34,143,1,0,-1
12520,34,142,1,1,0
12521,35,142,1,0,1
12522,35,143,0,1,0
12523,36,143,0,0,-1
12524,36,142,0,-1,0
12525,35,142,0,0,1
12526,35,143,1,-1,0
12527,34,143,0,0,1
12528,34,144,1,-1,0
12529,33,144,1,0,-1
12530,33,143,1,1,0
12531,34,143,1,0,1
12532,34,144,0,1,0
12533,35,144,1,0,1
12534,35,145,1,-1,0
12535,34,145,1,0,-1
12536,34,144,1,1,0
12537,35,144,0,0,-1
12538,35,143,0,-1,0
12539,34,143,0,0,1
12540,34,144,0,1,0
12541,35,144,1,0,1
12542,35,145,0,1,0
12543,36,145,1,0,1
12544,36,146,1,-1,0
12545,35,146,1,0,-1
12546,35,145,1,1,0
12547,36,145,0,0,-1
12548,36,144,1,1,0
12549,37,144,0,0,-1
12550,37,143,0,-1,0
12551,36,143,1,0,-1
12552,36,142,1,1,0
12553,37,142,0,0,-1
12554,37,141,0,-1,0
12555,36,141,0,0,1
12556,36,142,0,1,0
12557,37,142,1,0,1
12558,37,143,1,-1,0
12559,36,143,0,0,1
12560,36,144,0,1,0
12561,37,144,1,0,1
12562,37,145,1,-1,0
12563,36,145,1,0,-1
12564,36,144,1,1,0
12565,37,144,0,0,-1
12566,37,143,0,-1,0
12567,36,143,1,0,-1
12568,36,142,1,1,0
12569,37,142,0,0,-1
12570,37,141,1,1,0
12571,38,141,0,0,-1
12572,38,140,0,-1,0
12573,37,140,1,0,-1
12574,37,139,0,-1,0
12575,36,139,0,0,1
12576,36,140,1,-1,0
12577,35,140,0,0,1
12578,35,141,1,-1,0
12579,34,141,0,0,1
12580,34,142,0,1,0
12581,35,142,1,0,1
12582,35,143,1,-1,0
12583,34,143,1,0,-1
12584,34,142,1,1,0
12585,35,142,0,0,-1
12586,35,141,0,-1,0
12587,34,141,1,0,-1
12588,34,140,0,-1,0
12589,33,140,0,0,1
12590,33,141,1,-1,0
12591,32,141,1,0,-1
12592,32,140,1,1,0
12593,33,140,1,0,1
12594,33,141,0,1,0
12595,34,141,0,0,-1
12596,34,140,1,1,0
12597,35,140,1,0,1
12598,35,141,1,-1,0
12599,34,141,1,0,-1
12600,34,140,0,-1,0
12601,33,140,0,0,1
12602,33,141,1,-1,0
12603,32,141,0,0,1
12604,32,142,1,-1,0
12605,31,142,1,0,-1
12606,31,141,1,1,0
12607,32,141,1,0,1
12608,32,142,0,1,0
12609,33,142,1,0,1
12610,33,143,0,1,0
12611,34,143,0,0,-1
12612,34,142,0,-1,0
12613,33,142,0,0,1
12614,33,143,1,-1,0
12615,32,143,1,0,-1
12616,32,142,1,1,0
12617,33,142,1,0,1
12618,33,143,0,1,0
12619,34,143,1,0,1
12620,34,144,1,-1,0
12621,33,144,0,0,1
12622,33,145,1,-1,0
12623,32,145,1,0,-1
12624,32,144,1,1,0
12625,33,144,1,0,1
12626,33,145,0,1,0
12627,34,145,0,0,-1
12628,34,144,0,-1,0
12629,33,144,0,0,1
12630,33,145,1,-1,0
12631,32,145,0,0,1
12632,32,146,1,-1,0
12633,31,146,1,0,-1
12634,31,145,1,1,0
12635,32,145,1,0,1
12636,32,146,0,1,0
12637,33,146,1,0,1
12638,33,147,1,-1,0
12639,32,147,1,0,-1
12640,32,146,1,1,0
12641,33,146,0,0,-1
12642,33,145,0,-1,0
12643,32,145,0,0,1
12644,32,146,0,1,0
12645,33,146,1,0,1
12646,33,147,0,1,0
12647,34,147,1,0,1
12648,34,148,1,-1,0
12649,33,148,1,0,-1
12650,33,147,1,1,0
12651,34,147,0,0,-1
12652,34,146,1,1,0
12653,35,146,0,0,-1
12654,35,145,0,-1,0
12655,34,145,1,0,-1
12656,34,144,1,1,0
12657,35,144,0,0,-1
12658,35,143,0,-1,0
12659,34,143,0,0,1
12660,34,144,0,1,0
12661,35,144,1,0,1
12662,35,145,1,-1,0
12663,34,145,0,0,1
12664,34,146,0,1,0
12665,35,146,1,0,1
12666,35,147,1,-1,0
12667,34,147,1,0,-1
12668,34,146,1,1,0
12669,35,146,0,0,-1
12670,35,145,0,-1,0
12671,34,145,1,0,-1
12672,34,144,1,1,0
12673,35,144,0,0,-1
12674,35,143,1,1,0
12675,36,143,0,0,-1
12676,36,142,0,-1,0
12677,35,142,1,0,-1
12678,35,141,0,-1,0
12679,34,141,0,0,1
12680,34,142,1,-1,0
12681,33,142,0,0,1
12682,33,143,1,-1,0
12683,32,143,0,0,1
12684,32,144,0,1,0
12685,33,144,1,0,1
12686,33,145,1,-1,0
12687,32,145,1,0,-1
12688,32,144,1,1,0
12689,33,144,0,0,-1
12690,33,143,0,-1,0
12691,32,143,1,0,-1
12692,32,142,0,-1,0
12693,31,142,0,0,1
12694,31,143,1,-1,0
12695,30,143,1,0,-1
12696,30,142,1,1,0
12697,31,142,1,0,1
12698,31,143,0,1,0
12699,32,143,0,0,-1
12700,32,142,1,1,0
12701,33,142,1,0,1
12702,33,143,1,-1,0
12703,32,143,1,0,-1
12704,32,142,0,-1,0
12705,31,142,0,0,1
12706,31,143,1,-1,0
12707,30,143,0,0,1
12708,30,144,1,-1,0
12709,29,144,1,0,-1
12710,29,143,1,1,0
12711,30,143,1,0,1
12712,30,144,0,1,0
12713,31,144,1,0,1
12714,31,145,0,1,0
12715,32,145,0,0,-1
12716,32,144,0,-1,0
12717,31,144,0,0,1
12718,31,145,1,-1,0
12719,30,145,1,0,-1
12720,30,144,1,1,0
12721,31,144,1,0,1
12722,31,145,0,1,0
12723,32,145,1,0,1
12724,32,146,1,-1,0
12725,31,146,0,0,1
12726,31,147,1,-1,0
12727,30,147,1,0,-1
12728,30,146,1,1,0
12729,31,146,1,0,1
12730,31,147,0,1,0
12731,32,147,0,0,-1
12732,32,146,0,-1,0
12733,31,146,0,0,1
12734,31,147,1,-1,0
12735,30,147,0,0,1
12736,30,148,1,-1,0
12737,29,148,1,0,-1
12738,29,147,1,1,0
12739,30,147,1,0,1
12740,30,148,0,1,0
12741,31,148,1,0,1
12742,31,149,1,-1,0
12743,30,149,1,0,-1
12744,30,148,1,1,0
12745,31,148,0,0,-1
12746,31,147,0,-1,0
12747,30,147,0,0,1
12748,30,148,0,1,0
12749,31,148,1,0,1
12750,31,149,0,1,0
12751,32,149,1,0,1
12752,32,150,1,-1,0
12753,31,150,1,0,-1
12754,31,149,1,1,0
12755,32,149,0,0,-1
12756,32,148,1,1,0
12757,33,148,0,0,-1
12758,33,147,0,-1,0
12759,32,147,1,0,-1
12760,32,146,1,1,0
12761,33,146,0,0,-1
12762,33,145,0,-1,0
12763,32,145,0,0,1
12764,32,146,0,1,0
12765,33,146,1,0,1
12766,33,147,1,-1,0
12767,32,147,0,0,1
12768,32,148,0,1,0
12769,33,148,1,0,1
12770,33,149,1,-1,0
12771,32,149,1,0,-1
12772,32,148,1,1,0
12773,33,148,0,0,-1
12774,33,147,0,-1,0
12775,32,147,1,0,-1
12776,32,146,1,1,0
12777,33,146,0,0,-1
12778,33,145,1,1,0
12779,34,145,0,0,-1
12780,34,144,0,-1,0
12781,33,144,1,0,-1
12782,33,143,0,-1,0
12783,32,143,0,0,1
12784,32,144,1,-1,0
12785,31,144,0,0,1
12786,31,145,1,-1,0
12787,30,145,0,0,1
12788,30,146,0,1,0
12789,31,146,1,0,1
12790,31,147,1,-1,0
12791,30,147,1,0,-1
12792,30,146,1,1,0
12793,31,146,0,0,-1
12794,31,145,0,-1,0
12795,30,145,1,0,-1
12796,30,144,0,-1,0
12797,29,144,0,0,1
12798,29,145,1,-1,0
12799,28,145,1,0,-1
12800,28,144,1,1,0
12801,29,144,1,0,1
12802,29,145,0,1,0
12803,30,145,0,0,-1
12804,30,144,1,1,0
12805,31,144,1,0,1
12806,31,145,1,-1,0
12807,30,145,1,0,-1
12808,30,144,0,-1,0
12809,29,144,0,0,1
12810,29,145,1,-1,0
12811,28,145,0,0,1
12812,28,146,1,-1,0
12813,27,146,1,0,-1
12814,27,145,1,1,0
12815,28,145,1,0,1
12816,28,146,0,1,0
12817,29,146,1,0,1
12818,29,147,0,1,0
12819,30,147,0,0,-1
12820,30,146,0,-1,0
12821,29,146,0,0,1
12822,29,147,1,-1,0
12823,28,147,1,0,-1
12824,28,146,1,1,0
12825,29,146,1,0,1
12826,29,147,0,1,0
12827,30,147,1,0,1
12828,30,148,1,-1,0
12829,29,148,0,0,1
12830,29,149,1,-1,0
12831,28,149,1,0,-1
12832,28,148,1,1,0
12833,29,148,1,0,1
12834,29,149,0,1,0
12835,30,149,0,0,-1
12836,30,148,0,-1,0
12837,29,148,0,0,1
12838,29,149,1,-1,0
12839,28,149,0,0,1
12840,28,150,1,-1,0
12841,27,150,1,0,-1
12842,27,149,1,1,0
12843,28,149,1,0,1
12844,28,150,0,1,0
12845,29,150,1,0,1
12846,29,151,1,-1,0
12847,28,151,1,0,-1
12848,28,150,1,1,0
12849,29,150,0,0,-1
12850,29,149,0,-1,0
12851,28,149,0,0,1
12852,28,150,0,1,0
12853,29,150,1,0,1
12854,29,151,0,1,0
12855,30,151,1,0,1
12856,30,152,1,-1,0
12857,29,152,1,0,-1
12858,29,151,1,1,0
12859,30,151,0,0,-1
12860,30,150,1,1,0
